Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,the glowiest touches makeup,1,1,100.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,tik tok trending makeup 2022,1,1,100.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,travel makeup extra gentle,1,1,100.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,alleyoop makeup,6,1,16.6667%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,barre makeup,1,1,100.0000%,$0.21,0.21,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,carebear makeup,11,1,9.0909%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,catkin makeup,3,1,33.3333%,$0.24,0.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,elf makeup,961,1,0.1041%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,fun makeup,10,1,10.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,la colors makeup,10,2,20.0000%,$0.27,0.54,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,loreal makeup,14,1,7.1429%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,mad hippie makeup,2,1,50.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup,111,1,0.9009%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup pans,2,1,50.0000%,$0.26,0.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup putty ultra,1,1,100.0000%,$0.26,0.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,most popular makeup item for 2022,1,1,100.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,original makeup,2,1,50.0000%,$0.22,0.22,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,scooby doo vegan makeup,3,1,33.3333%,$0.13,0.13,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,the best makeup,8,1,12.5000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,tick tock must haves 2022 makeup,6,1,16.6667%,$0.24,0.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,weird makeup,8,1,12.5000%,$0.19,0.19,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeup for older women,BROAD,cc makeup foundation for older women,6,1,16.6667%,$1.66,1.66,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeup for older women,BROAD,contouring makeup kit for older women,5,1,20.0000%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeup for older women,BROAD,foundation makeup for older women,33,1,3.0303%,$1.60,1.60,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,best selling brightened for mature skin,BROAD,makeup for women over 60,7,1,14.2857%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,boom sticks,1,1,100.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,concealer makeup,1,1,100.0000%,$2.38,2.38,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,face shimmer cream,2,1,50.0000%,$1.61,1.61,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,face shiner for women,3,1,33.3333%,$1.64,1.64,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,highlighter makeup stick,14,1,7.1429%,$2.11,2.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,josie maran argan enlightenment illuminizing wand,3,1,33.3333%,$1.57,1.57,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,josie maran enlightenment illuminizer,1,1,100.0000%,$1.53,1.53,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,shimmer stick,14,1,7.1429%,$1.63,1.63,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,shimmer stick highlighter,12,1,8.3333%,$1.25,1.25,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,cream blush stick,PHRASE,best cream blush stick for older women,1,1,100.0000%,$1.47,1.47,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,cream blush stick,PHRASE,cream blush stick,20,1,5.0000%,$1.55,1.55,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,All Products_sca_nb_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_nb_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b07bn24nr4""",-,l oreal highlighter,1,1,100.0000%,$1.42,1.42,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,blush sticks for cheeks,EXACT,blush stick for cheeks,78,3,3.8462%,$2.36,7.08,55.00,12.8727%,7.77,2,2,66.6667%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_p_omg,contour stick trio,PHRASE,smashbox contour stick trio,3,1,33.3333%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,creme makeup for senior women,1,1,100.0000%,$1.66,1.66,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,rms makeup,2,1,50.0000%,$1.22,1.22,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,blush for older women,EXACT,blush for older women,0,0,,,0.00,28.00,0.0000%,,1,1,,,,,
"Dec 18, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,blush sticks for cheeks,EXACT,blush stick for cheeks,564,2,0.3546%,$1.51,3.02,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,boom trio sticks,25,2,8.0000%,$0.99,1.98,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,boomstick trio,254,4,1.5748%,$0.50,2.00,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,laura mercier mini rose glow caviar stick eyeshadow trio,2,1,50.0000%,$3.49,3.49,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08v1cg1gf""",-,best blush stick for older women,2,1,50.0000%,$1.71,1.71,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,boom makeup sticks for older women,PHRASE,boom makeup sticks for older women,2,1,50.0000%,$1.23,1.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,boom blush,PHRASE,boom blush makeup sticks for older women,2,1,50.0000%,$1.02,1.02,28.00,3.6429%,27.45,1,1,100.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,contour stick trio,BROAD,trio contour sticks organic,1,1,100.0000%,$0.95,0.95,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,clinique blush stick,BROAD,clinique,77,1,1.2987%,$3.30,3.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,boom trio sticks,14,4,28.5714%,$1.02,4.08,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,boomstick trio,201,16,7.9602%,$2.65,42.43,135.00,31.4296%,3.18,3,3,18.7500%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,boomstick trio sticks,3,2,66.6667%,$2.99,5.98,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,boomsticks trio,2,1,50.0000%,$2.57,2.57,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,elf multi stick,19,1,5.2632%,$3.03,3.03,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,loom stick trio,1,1,100.0000%,$2.96,2.96,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,stick trio,BROAD,the boomstick trio,6,2,33.3333%,$2.94,5.88,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_br_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_br_sb_kw_b_omg,cindy joseph boom makeup blush,BROAD,alamar cosmetics blush trio,3,1,33.3333%,$1.07,1.07,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,blush stick,PHRASE,pixi blush stick,7,1,14.2857%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,stick blush,PHRASE,best stick blush for older women,1,1,100.0000%,$1.29,1.29,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,stick blush,PHRASE,stick blush and lipstick,1,1,100.0000%,$1.11,1.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,cream blush for cheeks,PHRASE,cream blush for cheeks,95,2,2.1053%,$1.04,2.07,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,benetint cheek & lip stain,PHRASE,benetint cheek & lip stain,24,1,4.1667%,$1.60,1.60,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_kw_e_omg,bloom makeup stick,EXACT,bloom makeup stick,3,2,66.6667%,$0.81,1.62,79.00,2.0506%,48.77,1,1,50.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,liquid blush makeup,BROAD,liquid blush full size,1,1,100.0000%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,blush makeup nars,BROAD,nars makeup,1,1,100.0000%,$0.94,0.94,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,blush stick for cheeks and lips,BROAD,nars stick blush for cheeks and lips,2,1,50.0000%,$1.28,1.28,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,blush stick for cheeks and lips,BROAD,stick blush for cheeks and lips,2,1,50.0000%,$1.89,1.89,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,cream blush,PHRASE,cream blush for oily mature oily skin,1,1,100.0000%,$0.86,0.86,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,cream blush,PHRASE,sephora flushed cream blush,1,1,100.0000%,$1.17,1.17,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,boom cosmetics,PHRASE,boom cosmetic,3,1,33.3333%,$0.82,0.82,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,boom cosmetics,PHRASE,boom cosmetics,8,2,25.0000%,$1.06,2.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,face makeup,BROAD,anastasia face shaping makeup,1,1,100.0000%,$1.11,1.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,face makeup,BROAD,face contour makeup,5,1,20.0000%,$1.11,1.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,boom. makeup,PHRASE,boom makeup rose nude,4,1,25.0000%,$1.23,1.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_br_sb_kw_p_omg,boom. makeup,PHRASE,rose nude boom makeup,1,1,100.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_br_sb_kw_e_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_sca_br_sb_kw_e_omg,boom sticks by cindy joseph,EXACT,boom sticks by cindy joseph,3,1,33.3333%,$1.30,1.30,28.00,4.6429%,21.54,1,1,100.0000%,,,,
