Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,colourpop,8,1,12.5000%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,concealer makeup,7,1,14.2857%,$1.47,1.47,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,contour,35,1,2.8571%,$1.47,1.47,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,contour palette,2148,6,0.2793%,$1.28,7.65,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,contour palette makeup for mature medium skin,3,1,33.3333%,$1.31,1.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,contour pallets for women,10,2,20.0000%,$0.90,1.80,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,cream concealer,6,1,16.6667%,$1.23,1.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,cream contour palette for mature skin,9,1,11.1111%,$1.38,1.38,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,cream makeup palette for mature skin,29,2,6.8966%,$1.32,2.63,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,cream makeup palette for mature skin all in one,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,cream palette makeup for mature skin,1,1,100.0000%,$1.41,1.41,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,dior,65,1,1.5385%,$0.50,0.50,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,dupe makeup products,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,elf hall glow liquid filter,20,1,5.0000%,$0.65,0.65,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,estee lauder double wear 3n1,1,1,100.0000%,$1.33,1.33,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,european makeup,1,1,100.0000%,$1.15,1.15,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,ev princess cream,1,1,100.0000%,$1.06,1.06,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,face makeup,345,2,0.5797%,$1.19,2.38,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,face palette makeup all in one,17,1,5.8824%,$1.16,1.16,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,fenty lipstick by rihanna,1,1,100.0000%,$1.35,1.35,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,fiera luxury foundation for older women,4,1,25.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,foundation kit for beginners,2,1,50.0000%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,foundation makeup mystery boxes,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,foundation stick for older women,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,glitter makeup,5,1,20.0000%,$1.35,1.35,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,glossier,28,1,3.5714%,$0.81,0.81,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,glossier lip balm,4,1,25.0000%,$0.81,0.81,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,gravier cosmetics,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,harmony makeup,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,ilia makeup,156,4,2.5641%,$1.04,4.15,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,iman makeup,3,1,33.3333%,$0.74,0.74,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,it cosmetics makeup,1,1,100.0000%,$1.11,1.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,jones road miracle balm,41,2,4.8780%,$0.84,1.68,79.00,2.1266%,47.02,1,1,50.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,kawaii makeup,11,1,9.0909%,$0.87,0.87,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,kbeauty makeup,3,1,33.3333%,$0.51,0.51,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,korea makeup,5,1,20.0000%,$1.13,1.13,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,korean lip oil,7,1,14.2857%,$0.80,0.80,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,korean lip tint,20,2,10.0000%,$1.28,2.55,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lauren hutton makeup,10,1,10.0000%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip color,2,1,50.0000%,$1.02,1.02,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip gloss for kids,3,1,33.3333%,$1.37,1.37,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip oil,41,1,2.4390%,$1.47,1.47,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip oil korean,2,1,50.0000%,$1.06,1.06,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip oils,7,1,14.2857%,$0.59,0.59,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip perfector,1,1,100.0000%,$1.28,1.28,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip plumper,17,1,5.8824%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip tint lip balm,1,1,100.0000%,$1.36,1.36,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lip tint set,1,1,100.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lique cosmetics,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,liquid highlighter,66,1,1.5152%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,liquid highlighter drops,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lisa eldridge lipstick,8,1,12.5000%,$1.36,1.36,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,lotion sets for teenage girls,2,1,50.0000%,$1.12,1.12,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,mac make up for women,1,1,100.0000%,$1.36,1.36,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,mac makeup blush,1,1,100.0000%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,make up stick for face,1,1,100.0000%,$1.46,1.46,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup,156,1,0.6410%,$0.98,0.98,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup artist gifts for women,1,1,100.0000%,$0.55,0.55,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup bases,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup for girls 10-12 concealer,1,1,100.0000%,$1.12,1.12,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup kit under 20 dollars,1,1,100.0000%,$0.77,0.77,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup nyx,2,1,50.0000%,$0.80,0.80,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup set physician formula,3,1,33.3333%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,makeup sets for women full kit sephora,1,1,100.0000%,$1.36,1.36,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,maybelline 355 coconut foundation,1,1,100.0000%,$1.23,1.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,maybelline 4 in 1 glow,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,mini makeup kit,2,1,50.0000%,$1.08,1.08,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,moisturizing makeup,5,2,40.0000%,$1.32,2.63,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,multifix concealer,2,1,50.0000%,$1.29,1.29,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,nixs makeup,1,1,100.0000%,$0.92,0.92,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,nk lip gel,1,1,100.0000%,$0.31,0.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,no makeup makeup kit,5,1,20.0000%,$0.60,0.60,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,ordinary makeup,1,1,100.0000%,$0.63,0.63,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,perbelle cc,6,1,16.6667%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,perbelle cc cream,48,2,4.1667%,$0.88,1.75,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,perbelle cc cream on amazon,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,perbelle cc cream spf 43,9,1,11.1111%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,physicians formula powder,2,1,50.0000%,$1.33,1.33,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,plump lips,1,1,100.0000%,$1.26,1.26,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,ra cosmetics,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,red lip liner,7,1,14.2857%,$1.13,1.13,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,saint makeup palette all in one cream,6,1,16.6667%,$0.54,0.54,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,sculpting makeup,1,1,100.0000%,$0.97,0.97,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,seint cream makeup palette all in one,100,1,1.0000%,$1.39,1.39,0.00,,0.00,0,0,0.0000%,,,,
